"TN conc stream","Sediment Yield","Crop Yield","NSWRM impl COST","linE","pond_share_con","grassslope_share_con","buffer_share_con","notill_share_con","lu_share","pond_moran","grassslope_moran","buffer_moran","notill_moran","pond_channel_frac","grassslope_channel_frac","buffer_channel_frac","notill_channel_frac"
-0.898,-0.277,13071.147,93560.8448,0.00193740512856166,0,0.794466506246108,0.990644174215032,0.494464809512567,0.0882467791572935,0,0.172567150773873,0.31230832060366,0.381300386861304,0,0.000440056909659364,0.00032872636813998,3.50076424737487e-05
-0.897,-0.276,13029.402,91663.26834,0.00164397806768765,0.0188690831746953,0.980301552491266,0.982345825414388,0.617985896238543,0.076751988593463,0.776704595473417,0.377786787900081,0.343391088976006,0.833191709490432,1,0.000356635644081211,0.000336680379131633,2.0955237998395e-05
-0.911,-0.577,19268.88,44651.62066,0.000854134103790714,0.0188690831746953,0,0.466545286955519,0.320258753504553,0.0444979117065323,0.776704595473417,0.0772204348664256,0.354917630334774,0.0838432749680056,1,0,0.000756375084124847,3.70965095724879e-07
-0.907,-0.387,15703.158,66083.85676,0.000372861810493946,0.0188690831746953,0.0179462229544186,0.279254657398633,0.277873510276179,0.0323594572847896,0.776704595473417,0.164649198889428,0.332136145425057,0.212664665194444,1,0,0.00175125816689206,2.88651016040941e-07
-0.917,-0.315,15779.966,14880.3820400001,0.00244375976026675,0,0.986755610372837,0.987341010813294,0.413602627895048,0.111053007234364,0,0.351484977858687,0.318128795117342,0.170867538954787,0,0.000354303002578761,0.000329826126882435,4.68093681225363e-05
-0.911,-0.589,19281.47,35800.64588,0.00125147812376823,0,0.43739466919376,0.412484110639945,0.239921548129573,0.084339779877608,0,0.325585866473947,0.404182491613931,0.298573755894323,0,0.00139888231443957,0.000893371728512153,5.37112944363362e-07
-0.912,-0.309,15362.805,96289.59196,0.00599710367152228,0,0,0.588057201107976,0.037735370363087,0.332556429482295,0,0.0772204348664256,0.293659100053371,0.0547267581633974,0,0,0.000565852259671783,5.1638256502562e-06
-0.888,-0.269,12430.558,84997.21032,0.00315970805566889,0,0.0411230393064219,0.598593442378019,0.0756082628265548,0.208991846629229,0,0.093838680883378,0.439975648164515,0.283234822417563,0,0.112145848886027,0.000593872733592508,1.6613487877468e-06
-0.908,-0.402,16785.196,53439.49348,0.00124467736652473,0.0188690831746953,0,0.945797503230812,0.403710506034453,0.0696771463614493,0.776704595473417,0.0772204348664256,0.322926238438395,0.206485355360991,1,0,0.000339951826991714,1.76992721083331e-05
-0.91,-0.346,16191.226,83644.1194,0.00192414174972315,0,0.78937254574317,0.990644174215032,0.494549784620098,0.0880584827382336,0,0.163165254465716,0.31230832060366,0.381568828112907,0,0.000442896674646046,0.00032872636813998,3.50016273499409e-05
-0.907,-0.393,15706.817,66247.98318,0.00749354005167959,0,0.00652791350029935,0.0155898077512431,0.00102704545669865,0.380730576778602,0,0.103071809026137,0.0241976900026422,0.0356493345115406,0,0,0.00704225826520717,0
-0.894,-0.502,17160.926,1805.78276,9.38575451037647e-05,0.0188690831746953,0,0.100887804206614,0.483264890044501,0.00662981701961308,0.776704595473417,0.0772204348664256,0.12574828997824,0.210936024550218,1,0,0.00340651051651685,2.54943931191621e-07
-0.897,-0.277,13069.957,95696.60744,0.00231715537580047,0,0.738582036744094,0.990542264668357,0.410548949867672,0.102165030241877,0,0.211845112191011,0.312353420301042,0.288599159955853,0,0.000471130925922569,0.000328760188357806,4.31732851703457e-05
-0.894,-0.413,14706.348,29113.74774,0.00143793664465499,0,0.0100522113064644,1,0.33587698361548,0.0874259638212441,0,0.175021154632283,0.304925091147877,0.21290580312043,0,0.0133206099462383,0.000323301628896859,1.25476233925424e-05
-0.898,-0.279,13050.909,98875.7692,0.0333333333333333,0,0.244992242852046,0.566416054474108,0.00260661483230558,0.898604506547663,0,0.199561938800595,0.431800526283698,0.0751455003631627,0,0.00117715233378265,0.000572918486916432,3.25864149660431e-05
-0.908,-0.458,16643.543,62464.78834,0.000192142052607169,0,0.0837880454525942,0.0483642414841559,0.160910044706084,0.0198171266539679,0,0.285479578926896,0.0569708644585556,0.191387900687808,0,0.00200046202987728,0.022145346983207,6.56916357956841e-07
-0.91,-0.344,16110.161,80335.88652,0.0019956002514142,0,0.43739466919376,0.412484110639945,0.155560092242165,0.124388601641814,0,0.325585866473947,0.404182491613931,0.29438005993364,0,0.00139888231443957,0.000893371728512153,8.88751798346343e-07
-0.906,-0.382,15114.276,64564.74318,0.00306593502308161,0,0,0.588057201107976,0.0757108084523643,0.198934297958296,0,0.0772204348664256,0.293659100053371,0.282177903016884,0,0,0.000565852259671783,1.32982448127191e-06
-0.895,-0.487,17012.681,2590.71306,0.000778214034027988,0.0188690831746953,0.176347599623152,0.598308154469579,0.47427011528719,0.0457147573401934,0.776704595473417,0.237813362737823,0.573768104080402,0.203922805404364,1,0.00193315796467604,0.000620994722698292,6.2913707148379e-07
-0.896,-0.506,17308.38,569.12186,0.00104510451045104,0,0.176347599623152,0.594093687372687,0.262801776413721,0.0791456617913444,0,0.237813362737823,0.520335938344644,0.470393978660447,0,0.00193315796467604,0.000539057535507394,4.36329564562635e-07
-0.895,-0.5,17084.881,4624.04478,0.00104039167686659,0,0.0938130224996526,0.0155898077512431,0.0162074466508262,0.129428944195568,0,0.22772204099485,0.0241976900026422,0.0854600559998633,0,0,0.00704225826520717,6.95422811492064e-06
-0.896,-0.463,16992.524,10440.58514,0.000236312639413415,0.476286177373104,0.0837880454525942,0.0483642414841559,0.160910044706084,0.0196729120594938,0.00106084530518792,0.285479578926896,0.0569708644585556,0.191387900687808,0.676277668800652,0.00200046202987728,0.022145346983207,6.56916357956841e-07
-0.91,-0.406,18101.583,64888.89436,0.00101737852763845,0.0188690831746953,0.183725314336437,0.769344578970928,0.478816977051337,0.0558764746188652,0.776704595473417,0.225622524029054,0.370496324810578,0.192166594746968,1,0.00185552964214135,0.000438253090683738,2.25798380243988e-06
-0.908,-0.431,18127.043,56307.20012,0.00132331822043775,0.0188690831746953,1,0.989817721614294,0.835022392066909,0.0586400175462882,0.776704595473417,0.358142138757297,0.314931142679935,0.519706493132189,1,0.000349610475566534,0.000334138859829156,1.82745001977408e-05
-0.9,-0.625,19062.273,9776.83094,1.8924919023183e-05,0.476286177373104,0,0.00508488932887931,0.51671628406436,0.000313806984582238,0.00106084530518792,0.0772204348664256,0.00658405165307043,0.246233421727897,0.676277668800652,0,0.036003064232486,2.21917110424573e-07
-0.909,-0.473,18360.746,35186.94902,0.000676212036574251,0,0.184042201100541,0.491299601126329,0.407234807831448,0.045600667432194,0,0.27441627600531,0.843722600863447,0.296921794970441,0,0.00185233476194278,0.000675677549838571,3.39106334943313e-07
-0.891,-0.424,14867.052,3056.4705,0.00209999589844551,0,0.208053816742976,0.770069122024991,0.184976821326801,0.134961248114857,0,0.252663393993323,0.367114222340789,0.396395940685251,0,0.00163855569727012,0.00043652130230169,7.88609363047389e-07
-0.898,-0.558,18755.948,6599.0634,0.00158353127474268,0.0188690831746953,0.958629082773223,0.982345825414388,0.676926742857769,0.0699772013935467,0.776704595473417,0.421599381859086,0.343391088976006,0.460284277334791,1,0.000459539151949484,0.000336680379131633,1.56324962851608e-05
-0.894,-0.467,16763.227,-971.75954,0.00227335202594975,0,0.746048839797469,0.990644174215032,0.416309160063166,0.101195656847806,0,0.208831223296233,0.31230832060366,0.321627944934255,0,0.00046751584963052,0.00032872636813998,4.23137704191582e-05
-0.897,-0.478,16977.159,27430.50774,4.37518931107596e-05,0.0188690831746953,0.0077809202317774,0.0132319178935517,0.329633144551742,0.00176093758893346,0.776704595473417,0.0536935124662339,0.0872495805417211,0.143102710740727,1,0,0.0148193809775238,3.4930270136328e-07
-0.884,-0.344,13555.111,11514.40614,0.000780234070221066,0,0.186349035191741,0.599032697523642,0.474106648814356,0.0461698196175837,0,0.23352738180711,0.574786562417435,0.203916775060084,0,0.00229398916962066,0.000615161149682755,6.13289566872177e-07
-0.874,-0.27,12325.42,106376.39372,0.000339370556924946,0,0.0179462229544186,0.279254657398633,0.317239577072876,0.0284630087583008,0,0.164649198889428,0.332136145425057,0.181112582050614,0,0,0.00175125816689206,3.07168130385383e-07
-0.906,-0.357,15198.15,58149.46924,9.13271796209922e-05,0.476286177373104,0.0586895982208181,0.0227599458129441,0.325001608593408,0.00586144582922722,0.00106084530518792,0.27815568466784,0.0200377410754567,0.584082505593108,0.676277668800652,0,0.016144141615207,2.86708923813087e-07
-0.9,-0.276,13078.467,104112.6593,0.00153694492987409,0,0.0961874806417499,0.827699044197273,0.26929533123777,0.0954703760227409,0,0.334297987134274,0.233487365404068,0.38102007309117,0,0.001742584402536,0.000399846199813306,1.48894722390079e-05
-0.905,-0.426,15168.61,64148.02834,0.00111937352973681,0,0.207624530959121,0.491299601126329,0.248439191866181,0.0742904961463468,0,0.346384618651741,0.843722600863447,0.371927944501379,0,0.00164194358531804,0.000675677549838571,5.41924567958595e-07
-0.904,-0.46,17559.254,30700.29012,0.00202058711399161,0,0.996643262128824,0.983564181250173,0.564442969551119,0.0839843056264298,0,0.364461419062073,0.292678254500406,0.397054058980862,0,0.000350787978859926,0.000331092640131338,2.75243572975394e-05
-0.892,-0.408,15479.878,1503.93014,5.91462800765126e-05,0,0.0269873046807383,0.0398556031427551,0.328644131720773,0.0055196562257815,0,0.0619229171882619,0.101284166939026,0.18337104725431,0,0,0.0158716605039673,3.79144882844506e-07
-0.907,-0.397,16419.178,52464.13076,0.0010424107733418,0,0.0269873046807383,0.374060682208681,0.133425672981529,0.0857197094200831,0,0.0619229171882619,0.333385105964281,0.279505701254099,0,0,0.00100779944735757,9.18996978919604e-07
-0.913,-0.314,15640.644,39961.90832,0.00167909154811053,0,0.972615490569791,0.965300019940742,0.636820236460057,0.0737124923850681,0,0.399571728042947,0.28637608968627,0.356694816614599,0,0.000359453945527559,0.000347035042458956,1.10070267402817e-05
-0.904,-0.32,13993.188,69216.41018,0.63062015503876,0,0.808972903758282,0.958506638384929,0.00159548487048842,0.967253125330521,0,0.242037197746799,0.241505860885866,0.0300102344904031,0,0.000430136580872421,0.000338781148980126,0
-0.908,-0.398,17050.571,-58707.37986,0.000460318174321143,0.0188690831746953,0.122278593548989,0.476186694760173,0.494654554183597,0.034573357416481,0.776704595473417,0.412133952752107,0.341667350290858,0.744287884788856,1,0.0791800674490393,0.000739658179413504,2.35870287516921e-07
-0.859,-0.346,12772.321,18092.66068,0.00116198821962219,0,0.215002245672407,0.497608728515909,0.248219064350859,0.0755650114719391,0,0.338939744437049,0.944303432253846,0.370959100453012,0,0.00158560095824501,0.000672042044579451,5.87684324838419e-07
-0.903,-0.456,16999.031,50116.75834,0.000211416490486258,0,0.0237099615996942,0.0132319178935517,0.0699708393810843,0.0127837620503056,0,0.0760959843875707,0.0872495805417211,0.0643738690307804,0,0,0.0148193809775238,1.73451451721277e-06
-0.893,-0.449,16044.881,3361.28446,0,0,0.0341111407046472,0.484576218047019,0,1,0,0.11747259538169,0.442601364977961,0.0169254439132515,0,0.0173006708337455,0.000677650936150407,0
-0.909,-0.371,16688.008,21316.47664,0.0010007350975675,0,0.122278593548989,0.468500097350822,0.21935680101656,0.0737679968114199,0,0.412133952752107,0.342996962688401,0.234900831192215,0,0.0791800674490393,0.000750368118882607,1.41885346167729e-06
-0.904,-0.386,14726.831,69452.76186,0.00147248350549176,0.0188690831746953,0.974503194024711,0.813068627329876,0.596675203750659,0.0713513846936891,0.776704595473417,0.39631084676091,0.528816983135188,0.879350840138048,1,0.000358757649754474,0.000421420546360591,9.32509107716588e-06
-0.894,-0.498,17101.062,-44170.94,0.00101775443860965,0,0.0575208330544514,0.999696771305566,0.442567751873814,0.0696545340945924,0,0.0553403796443256,0.303351109060862,0.846670075203331,0,0.0415448864479528,0.00032460865955452,1.55378888125343e-05
-0.91,-0.406,18101.236,66141.85316,0.00153715903378575,0.0188690831746953,0.987870137819201,0.98283963819611,0.704165428239772,0.0682075999651984,0.776704595473417,0.380675827708818,0.291265379123758,0.402364925676204,1,0.000353903273499416,0.000336438056647172,2.00851466901084e-05
-0.899,-0.557,18737.583,-35888.6366,0.00173357758665301,0.0188690831746953,0.800357184236072,0.982941547742785,0.565851587234438,0.0777861186883548,0.776704595473417,0.184612419145131,0.291422438976141,0.762230427482332,1,0.000436818063800141,0.000333852771248912,2.28859330387719e-05
-0.914,-0.473,18856.878,65487.41664,0.0015223262829282,0.0188690831746953,0.987870137819201,0.981406581150881,0.710346051992231,0.0675982533969151,0.776704595473417,0.380675827708818,0.335406973914857,0.403775142708855,1,0.000353903273499416,0.000337002595347428,1.95847825629311e-05
-0.896,-0.562,18746.268,1768.89054,0.000834342337828622,0.0188690831746953,0.0575208330544514,0.981623341139046,0.624070072562197,0.0495785566820518,0.776704595473417,0.0553403796443256,0.31327821817906,0.393374409501212,1,0.0415448864479528,0.000337147970653752,7.28536520346861e-06
-0.873,-0.26,12380.101,13923.0091000001,6.79648946544133e-05,0.476286177373104,0.0837880454525942,0,0.350328633811333,0.00483216076217578,0.00106084530518792,0.285479578926896,0.000950367243885652,0.571840756578913,0.676277668800652,0.00200046202987728,0,3.07546718638041e-07
-0.919,-0.385,17916.525,55537.5993600001,0.00277561000988502,0,0.0269873046807383,0.866591285954365,0.138463409043053,0.169487721086519,0,0.0619229171882619,0.198699378087611,0.290833863753781,0,0,0.000351170195863453,2.77457266271364e-06
-0.872,-0.268,12431.519,-21480.40456,5.9076107316792e-05,0,0.0239488383665168,0.0200433872909825,0.268952374656486,0.00417919384939541,0,0.141520541520769,0.0603122850857098,0.180509260801983,0,0.00699886987921264,0.0143353973253876,3.72754646351968e-07
-0.91,-0.431,18105.723,66523.7738,0.00102560221015384,0.523713822626896,0.838319895457372,0.941604359199241,0.960518133285005,0.0467616688462181,0.938927974109104,0.412525086775862,0.278699958914477,0.340257411186302,0.0360293778003603,0.000463482465510185,0.000351629844157058,1.42430210852154e-05
-0.865,-0.304,12539.763,35289.87868,0.00209314889500333,0,0.919581847950668,0.957942091848589,0.48222767935887,0.0928564891672786,0,0.493569229695692,0.345185295275151,0.312688245810427,0,0.000436710990066186,0.000345257367593749,1.9517220153306e-05
-0.911,-0.293,14504.264,61437.6890000001,0.00165648687140959,0.981130916825305,0.980574356682941,0.968632741522684,0.613263832381111,0.0764162349560692,0.991190997345536,0.325134911661789,0.349639362226567,0.425405911965263,0.328296356981693,0.000355699345823863,0.000341743822562452,1.13214453216503e-05
-0.894,-0.499,17119.432,-1683.24,0.000937799351187745,0.0188690831746953,0.888376233446533,0.550740660350334,0.705327654314887,0.0481815220335001,0.776704595473417,0.38191872338751,0.593196739422519,0.425338975725784,1,0.000393538753519091,0.000647237676010151,4.258867355197e-07
-0.905,-0.288,13568.029,96760.32046,5.24471051756338e-05,0,0.0239488383665168,0.0200433872909825,0.310521705455533,0.00362175424171505,0,0.141520541520769,0.0603122850857098,0.219994809892578,0,0.00699886987921264,0.0143353973253876,3.47766547267635e-07
-0.913,-0.362,17184.915,99855.02992,0.000601527979104081,0.0188690831746953,0.671300491278344,0.366978483409479,0.699606069168271,0.035043676751233,0.776704595473417,0.472818289201075,0.576639894053474,0.35247050406516,1,0.000499345943722856,0.000978259963285622,2.19236790276156e-07
-0.908,-0.375,16710.336,992.653159999994,0.00279569892473118,0,0.800357184236072,0.990644174215032,0.351892466359357,0.119984444335511,0,0.184612419145131,0.31230832060366,0.210800739862428,0,0.000436818063800141,0.00032872636813998,5.51035996199927e-05
-0.885,-0.267,12993.87,-8969.23892000003,0.00617187789770409,0,0.854394801672276,0.982131124204944,0.13793818360665,0.261355829914546,0,0.357094080459053,0.334419933423351,0.318401562873867,0,0.000407269377294846,0.000331575747354874,6.076808197096e-05
-0.896,-0.436,16674.209,-34792.46842,0.00143043060035082,0,0.332505150275412,0.896530781388876,0.461151200892264,0.071363275180488,0,0.198427211615621,0.189647884799286,0.228663411239215,0,0.00128564224687958,0.000362439013099343,1.16214770123573e-05
-0.909,-0.57,19254.205,37440.03682,0.000876547022353137,0.0188690831746953,0.875976798257377,0.508639223734542,0.701869435909489,0.046340488658996,0.776704595473417,0.414496310569236,0.572081584607439,0.41720288238265,1,0.000399109287211751,0.000693779036697337,2.99772053011589e-07
-0.9,-0.554,18705.054,22296.25696,0.00100194003094227,0.0188690831746953,0.0575208330544514,0.998972228251503,0.527664287343282,0.0590411576506365,0.776704595473417,0.0553403796443256,0.303089001642936,0.339576606935565,1,0.0415448864479528,0.000325628968818896,1.7970037101494e-05
-0.899,-0.487,18301.134,10851.98072,3.52846832397755e-05,0,0.0077809202317774,0.0132319178935517,0.250431379262411,0.00231689822599532,0,0.0536935124662339,0.0872495805417211,0.60492672421503,0,0,0.0148193809775238,3.3322417651563e-07
-0.897,-0.409,15242.005,30961.55698,0.00158770137781136,0.0188690831746953,0.946655702184603,0.976585803720742,0.623013974862404,0.0749871254118905,0.776704595473417,0.362184781084124,0.311463551877175,0.833663496936689,1,0.000367576974435385,0.000343914202391923,1.34543351939826e-05
-0.89,-0.361,13878.639,41170.08238,0.00109579864101828,0,0.0575208330544514,0.943911661922652,0.412220800902966,0.070679026122136,0,0.0553403796443256,0.3277451428861,0.409042441118321,0,0.0415448864479528,0.000344019460036858,1.85080511894822e-05
-0.862,-0.266,12266.054,-18553.48198,0.000679965249933173,0.981130916825305,0.980574356682941,0.197033799852591,0.620415696270106,0.0404758232521363,0.991190997345536,0.325134911661789,0.493211468037966,0.429364223088782,0.328296356981693,0.000355699345823863,0.0022755883172254,1.66835220174569e-07
-0.874,-0.271,12326.375,106126.74056,0.000373728083621659,0,0.0239488383665168,0.258219968153634,0.268764317921249,0.0315085426453368,0,0.141520541520769,0.269312530254147,0.178542689018209,0,0.00699886987921264,0.00174046843301412,3.69083802944764e-07
-0.837,-0.328,12291.811,-20415.78542,0.000403677457275621,0,0.0077809202317774,0.300711543336998,0.256563546562802,0.0366944736791142,0,0.0536935124662339,0.469704187845453,0.63871935564442,0,0,0.00106144974959109,4.37361381667027e-07
-0.915,-0.3,15201.42,50854.11012,0.00142451626344436,0.0188690831746953,0.987870137819201,0.871465150464372,0.713755658787117,0.0629933221849816,0.776704595473417,0.380675827708818,0.392335426196334,0.414934053298812,1,0.000353903273499416,0.000368135194955412,1.67381076372867e-05
-0.85,-0.263,12022.35,-13611.06422,0.001574438955801,0.0188690831746953,0.946655702184603,0.976585803720742,0.625240550245441,0.0747400624658945,0.776704595473417,0.362184781084124,0.311463551877175,0.845915702911495,1,0.000367576974435385,0.000343914202391923,1.25259835349054e-05
-0.866,-0.3,12602.577,-1200.3574,0.00423788912527816,0,0.987870137819201,0.982131124204944,0.195746632186072,0.208377431964102,0,0.380675827708818,0.334419933423351,0.209477870194264,0,0.000353903273499416,0.000331575747354874,3.37523325992626e-05
-0.873,-0.273,12339.654,92370.67672,0.000158562367864693,0.476286177373104,0.00861479632697544,0.00547326322897678,0.0505732175885825,0.00672382163097931,0.00106084530518792,0.0965968331026848,0.014337400479461,0.0873809979708667,0.676277668800652,0,1,5.08522514887774e-06
-0.874,-0.265,12473.239,-2925.24402000004,0.00068591344956948,0.0188690831746953,0.992305398522611,0.197033799852591,0.634125759632818,0.04013192750486,0.776704595473417,0.350688566749223,0.493211468037966,0.350187119894353,1,0.000352321448706265,0.0022755883172254,1.87352141662467e-07
-0.908,-0.406,17878.116,45163.59316,0.000415355828347007,0.0188690831746953,0.0355146282592831,0.373336139154618,0.351249282891762,0.0347845271458439,0.776704595473417,0.0626203228006096,0.334400938710327,0.75318180300294,1,0,0.0010190210584349,3.38616075039431e-07
-0.914,-0.417,18413.087,67725.83744,0.00112862562145096,0,0.350666477719375,0.206842851067359,0.110887935803335,0.110369614910299,0,0.51450812897995,0.528555596828964,0.155672569612174,0,0.00117335987731506,0.00192753911949908,9.75992944271474e-07
-0.862,-0.266,12264.487,-17768.11926,0.00130197859739604,1,0.976139095979531,0.862787545212251,0.768265956053534,0.0580146820891321,1,0.367163105302009,0.423669213774105,0.439447056062806,0.217884990183909,0.000357315528740068,0.000369952248552318,9.12379016177559e-06
-0.913,-0.355,16939.583,105479.43866,0.00138007986845196,0.476286177373104,0.984390384183081,0.863512088266314,0.700063574996762,0.0636409392053625,0.00106084530518792,0.394843482723568,0.423216886135878,0.487252061314027,0.676277668800652,0.000354320463515325,0.000369396451714758,9.10044884025579e-06
-0.909,-0.35,15263.683,88212.21904,0.14922480620155,0,0,0.385790573969861,0.00106320207579429,0.920644618592127,0,0.0772204348664256,0.400971033282271,0.0285973491224787,0,0,0.0011092892856503,0
-0.858,-0.261,12090.784,1849.91316,0.0092354023757738,0,0.922146253512181,0.927596575839232,0.122532718037637,0.28333479997646,0,0.264086614769455,0.368909084384413,0.0632542249254162,0,0.000379126927247138,0.000359581837717488,7.41821474577232e-05
-0.895,-0.289,13022.474,100423.23944,0.00423055290636539,0,0.987870137819201,0.981481138351695,0.195744549301513,0.208312649962363,0,0.380675827708818,0.315200638159356,0.20930171268583,0,0.000353903273499416,0.000334349532422735,3.51303193124237e-05
-0.912,-0.35,16409.764,99645.52622,0.0238372093023256,0,0,0.46964727826512,0.0111271830704836,0.574373883259161,0,0.0772204348664256,0.403928980728594,0.0562469621421213,0,0,0.000802517135122583,0.000259689761245846
-0.909,-0.272,13792.18,13923.0091000001,5.27043942288688e-05,0.0188690831746953,0.0614919573539194,0.0571652264038959,0.719632430587813,0.00426202907082656,0.776704595473417,0.0397915658410848,0.148742894966083,0.420573968630562,1,0.038861935454174,0.00998037141225802,1.36454185586914e-07
-0.862,-0.27,12230.193,25051.82406,0.000233990735876988,0,0.172335854733384,0.0571652264038959,0.201183191272065,0.0258496243395104,0,0.229051966944649,0.148742894966083,0.208725142409386,0,0.00180225794397485,0.00998037141225802,5.79940655971889e-07
-0.831,-0.322,12203.445,-29061.13174,2.29262491223545e-05,0.476286177373104,0.0141357346256836,0,0.465750694281139,0.000616317280502289,0.00106084530518792,0.202182177632411,0.000950367243885652,0.665793136213422,0.676277668800652,0.326249627197505,0,1.84116457670153e-07
-0.873,-0.263,12390.281,-2758.35510000002,0.000178985829259863,0,0.0642181528802076,0.125651676992912,0.29143510581559,0.0179459809800895,0,0.269190610674765,0.114903188469961,0.365871620541129,0,0,0.00340623345468269,3.85029068121611e-07
-0.892,-0.436,14755.4,5955.46848,0.0012800597005833,0.0188690831746953,0.989550814742874,0.936398884259578,0.825254147767212,0.0572288135166271,0.776704595473417,0.399201127373536,0.366477465641037,0.610395794895113,1,0.000353302195660742,0.0003566647077123,1.48068362680887e-05
-0.869,-0.257,12210.461,15998.0424800001,0.000355088772193048,0.0188690831746953,0.0507787382598416,0.612528874371558,0.977977294818651,0.0206466806095282,0.776704595473417,0.265389545551182,0.440260050082964,0.403736493367636,1,0.0908210465607286,0.000527814511974737,3.11325286127406e-07
-0.91,-0.566,19234.002,53278.91904,0.00147388820889433,0,0.604569862568542,0.942578455645377,0.4546910145371,0.0853936723919955,0,0.408237492482901,0.353410607565829,0.598954384930021,0,0.000515757691035836,0.000351266456494739,1.19683701591091e-05
-0.893,-0.364,14296.316,35220.21574,9.47968747610966e-05,0,0.0671790707947649,0.0684951268707681,0.45223966158721,0.00780725055577155,0,0.0397290590649154,0.0423655590086826,0.670309604747104,0,0.0355720382757223,0.00442083211634631,2.09569572889709e-07
