PC1,PC2,PC3,PC4,PC5,PC6
-21.64886244368946,0.7985992585895906,1.093135911022601,3.6812415398182705,0.3665278543355324,-0.6505865297849289
7.9907731586389295,0.5200157152668212,0.20658942372449574,-0.12142508727663458,-0.20240804598168996,-0.37363975804674016
-23.74000616941425,-1.6154089552588335,0.5900256074657743,1.1939977909787347,-0.09006307007460464,0.09512361436653456
-23.226058645812177,-1.9198511848548405,0.6578867455722093,1.0109464291722374,-0.06243170538910621,-0.03840310824225148
4.523962126975001,0.5787500561941299,-0.11455348856364368,0.13217721979942076,-0.15841034015888228,-0.43064857265674655
-22.06924982803846,-1.401531032110351,0.5606578548678629,0.9174459177342276,-0.2579410256398459,0.18212876537216569
-21.507338519081987,-1.6931469695786916,0.6236331155468252,0.7675232513432412,-0.3568297861926972,-0.15902344709468075
-22.08955738838287,-1.629547874082982,0.4221092687695171,0.9236156797468684,-0.14953936673520343,-0.05752021208444101
-22.469028819894476,-1.6403192509764848,0.6047320776715233,0.9251612607770978,-0.22704402969572235,-0.04384484257442033
-21.27464309259602,-1.404996864227184,0.3300284842180988,0.8237752422168554,-0.3652729831733079,0.0966845272225151
9.294017459777448,0.3339932760453357,-0.16275803007546374,-0.30134914485875286,-0.4347724698705106,-0.49284670518437873
-23.238759755003233,-1.5645395480856867,0.5550838752357898,1.040397989883017,-0.1370053115005802,-0.007023693663577805
5.933944691250317,0.865093372304773,-0.08357119190537327,-0.4282262320923784,-0.4836468252189658,-0.26528188600879216
1.4490904948037537,0.3061135955339913,0.06761158679039436,-0.7286268815657697,-0.3148702081700007,-0.19998953974703598
-21.224217617158374,-1.801429684159619,0.2885005074374943,0.14971144722766527,-0.03381532212457901,0.053957663112427445
6.21443485019765,0.8324953833164429,0.08264581273970285,-0.4633192796883578,-0.4988078116777509,-0.25314360917376577
-22.499216966933375,-1.6117516169417518,0.5932495069375454,0.8574465699850007,-0.21187503008158032,-0.005681432362527462
-21.344603935475362,-1.7871150648927407,0.270889863668071,0.1548843664986606,-0.03315381857348648,0.05277024663241269
1.3410785505716794,0.2016180200228334,-0.39493486228192093,-0.8700307854707596,-0.5486605259601258,-0.14847446612987517
4.669369176756446,0.5069285371397138,0.11264259390332347,-0.4300879301805609,-0.8021994599033806,-0.2041594780683409
-21.552551524863834,-1.5534507614743915,0.4277577825743696,1.0088614901461577,0.014861378407455732,-0.17958980762993093
-13.82340161888233,-2.187755337126141,0.5037483270446178,-0.3601423099777376,-0.5854954663699943,-0.299753684330587
-13.451451379015042,-2.2239061365676083,0.5397793682028601,-0.39554268273151677,-0.6080027073196306,-0.3131755516167163
-21.723316904103545,-1.2684738687330437,0.4951928651574759,0.7339758500458755,-0.2856166528415048,0.14137802254124984
-0.2377977358669276,1.080982188947443,1.3850405895094624,-0.3686694952952824,-0.7289145073136176,-0.03188257258691227
10.007431383005661,0.3710070109679249,1.6128778420667695,-0.399603475732865,-0.5182504413831531,-0.3988831553736507
1.2902494892388352,0.20751073188504884,-0.4023173101452557,-0.8678551383269825,-0.5483805993673551,-0.14901130835058785
-24.512843701806656,-1.6898057529301467,0.5136924482462616,0.9188831241700137,-0.25708569358317945,0.18822305958598368
1.2117747454378056,0.21198553794758432,-0.40324878247755686,-0.8536125700032219,-0.5363740301255172,-0.13999022398193964
1.32467220334135,0.12535308140169468,-0.39025395916152833,-0.9093129152840301,-0.5230707588464536,-0.17022122604649714
-18.386290533930993,-1.8677716335841748,0.5066832635393395,0.14271841165441526,-0.5762776179165376,-0.25870087182876134
-21.118081807597964,-1.8183395444212567,0.22051803437078094,0.08604849299148445,-0.17643668065833326,-0.038661490540922806
-20.454535959833187,-1.4036544409517604,0.28003641403281637,0.4125310886688925,-0.08209550961436954,-0.16439266077869424
-24.428930134858167,-1.9195352027955364,0.4419383124989123,0.6820809916430208,-0.19087657304877584,0.1660147699300508
-18.31529029562239,-1.8427862452396797,0.8278620105648768,0.2075457171547096,-0.40647332515902385,-0.140800758189916
4.668381525430043,0.4329700574000821,-0.9794524891471493,-0.5924751623706838,-0.6779508617082438,-0.054682280938916854
8.070487683160986,0.4020570136402178,1.5549762628070383,-0.3319940439892817,-0.5575146826055896,-0.46269767024104014
-20.44215698551094,-1.4720909091833696,0.02452489727416802,0.23808419743511716,-0.27538865853370365,-0.09406196482072267
-0.62516388542509,0.9112193032902305,0.9928591040257508,-0.011129071637966104,-0.7812800313654237,0.031039394115991718
4.764615426989011,0.42794312947348306,-0.9656614837347501,-0.5882749167091492,-0.6705061227161038,-0.061624270990898546
-21.78393747539413,-1.6317554099727147,0.7195476054794165,0.9369578226355835,-0.1267907984876546,-0.03280506708387631
4.053499475420413,0.7701086911187937,0.01829489517121176,-0.5691918194391172,-0.6127191532575451,-0.12350186048131162
16.809429741766643,-0.23765407477173545,1.3183662431070877,-0.1982461253928225,-0.1971071945146977,-0.3263703490359613
-21.570825222285656,-1.542968470938919,0.5268938660468324,0.9597472306250637,-0.14060354360520794,0.13727748866674308
3.5236077244330217,0.7108367203223356,-0.4121092607905661,-0.5493415391079158,-0.7010584684678283,-0.055647990585795705
11.040756950835735,0.27263256137178427,0.6466953334547221,-0.37739676464968,-0.295841787302561,-0.5058806238648094
4.760549943193972,0.4266803279842022,-0.9679502515023883,-0.5934807985114287,-0.6757106885647052,-0.0600398573103978
2.545183220703628,0.7834766855930152,-0.9217511141908605,-0.1373172360578649,-0.4285520928314477,-0.09162140551335085
-21.467281671749546,-1.3644871433371564,0.15369173479935708,0.049879292904441604,-0.3260875872845115,0.018354173412000827
4.735019403411541,0.4271556164071611,-0.9664609854025232,-0.5866018318020569,-0.6693467940995365,-0.056020111040787475
-23.13019862000681,-1.6862245596841932,0.5542024190874042,1.0651875224972007,-0.3091308878099982,-0.06169483345794959
-23.503828765260867,-1.6610076838304801,0.5845920025464068,1.222141322056129,-0.018737732686285206,-0.1913224002975786
-22.19812429762449,-1.51359048821351,0.6695245938501633,0.9098756376391336,-0.30246373798554554,0.04299803492820014
-20.63206625363523,-1.4382722625912505,0.08519359368921184,0.3214588300812481,-0.11819963530872271,0.024643800387951505
-0.10855433850869788,0.21276699399776872,-0.20714915630454356,-0.3126637845383506,-0.19443963745307719,-0.3755819419108471
-22.835774519986003,-1.6056082235364548,0.42471204811708047,1.1149173130453323,-0.2927070344178758,-0.04851205050190911
-23.024383225840666,-1.5587773694529983,0.57971971127127,0.8685388782135839,-0.2530830716292665,0.06259025350398141
2.5195620626933923,0.7176499913746247,-0.915755034006813,-0.09318382251581749,-0.4937766670122423,-0.10133346676081599
13.168214787600046,0.4573435915895919,1.8232717534378442,-0.5032236344231892,-0.2691797644780163,-0.6639894272115947
-23.6394004603099,-1.7049493219731895,0.507483525486923,1.0481112014582008,-0.1968742290890501,-0.13648587167991413
