-45601.604, -459.746, 14423.344, 0.91
-44298.204, -473.261, 14047.39, 0.908
-39797.804, -462.07, 12815.322, 0.885
-37775.804, -465.528, 12006.475, 0.851
-50253.204, -467.13, 15972.586, 0.911
-61257.804, -463.438, 17738.256, 0.916
-39878.304, -464.001, 12940.025, 0.886
-61077.504, -480.748, 18169.033, 0.919
-48955.804, -468.708, 15458.501, 0.912
-38002.404, -460.389, 12096.473, 0.857
-61637.704, -485.396, 18380.723, 0.918
-39193.604, -461.432, 12486.289, 0.874
-44331.104, -469.076, 14081.324, 0.908
-41667.104, -471.504, 13442.875, 0.901
-38237.504, -461.818, 12109.834, 0.857
-45583.804, -470.085, 14522.343, 0.91
-66551.504, -492.915, 19321.057, 0.911
-54224.004, -493.088, 16996.903, 0.902
-41918.304, -471.409, 13563.679, 0.903
-40952.504, -474.067, 13036.601, 0.896
-46622.504, -467.225, 14576.399, 0.913
-41157.304, -467.452, 12952.442, 0.898
-50163.404, -481.075, 15975.17, 0.91
-43771.104, -457.738, 13854.683, 0.906
-66672.804, -510.42, 19270.071, 0.915
-37469.104, -466.963, 12101.598, 0.841
-56847.204, -477.144, 17334.51, 0.916
-65155.204, -496.115, 19159.775, 0.914
-40032.204, -460.834, 12577.716, 0.884
-41892.904, -464.308, 13230.448, 0.903
-41175.204, -473.253, 12962.189, 0.898
-66971.604, -502.077, 19498.856, 0.9
-37808.204, -468.663, 12140.613, 0.845
-64951.104, -492.47, 18964.961, 0.918
-53921.004, -472.394, 16428.679, 0.918
-38836.204, -470.121, 12286.664, 0.87
-41375.604, -467.44, 13019.743, 0.899
-38288.204, -458.895, 12050.307, 0.857
-66530.304, -499.614, 19394.909, 0.9
-37390.304, -471.913, 12147.282, 0.839
-55581.404, -474.985, 17082.739, 0.915
-40208.104, -462.23, 12723.255, 0.889
-51814.904, -470.031, 16514.005, 0.912
-52401.404, -473.601, 16569.209, 0.912
-39644.304, -461.558, 12614.652, 0.883
-38422.504, -460.668, 12232.859, 0.865
-39184.904, -462.082, 12664.468, 0.877
-37438.304, -472.808, 12253.781, 0.832
-47339.604, -469.136, 14976.417, 0.913
-63047.204, -481.775, 18696.928, 0.918
-59585.704, -482.017, 17850.852, 0.918
-58915.704, -483.212, 17747.115, 0.919
-61097.904, -484.539, 18280.041, 0.918
-54330.104, -483.257, 16890.638, 0.907
-38636.304, -473.067, 12611.432, 0.869
-37801.004, -461.646, 12102.997, 0.848
-61648.304, -480.113, 18271.705, 0.92
-66554.804, -511.986, 19267.183, 0.915
-56824.104, -473.79, 17491.097, 0.915
-54668.204, -473.935, 16956.156, 0.915
-44774.304, -477.295, 14362.416, 0.91
-55579.804, -474.65, 17081.547, 0.915
-39526.804, -461.517, 12522.121, 0.88
-59544.604, -482.375, 17825.385, 0.918
-56335.404, -481.353, 17113.476, 0.917
-51824.804, -468.089, 16181.976, 0.914
-53614.604, -469.748, 16572.581, 0.916
-44925.604, -460.697, 14220.135, 0.909
-55651.604, -476.282, 17153.417, 0.915
-47660.904, -468.097, 14975.354, 0.913
-61229.604, -480.54, 18206.988, 0.92
-63018.304, -479.892, 18678.183, 0.919
-40059.104, -477.076, 13083.167, 0.882
-39126.904, -472.627, 12747.332, 0.874
-62558.904, -484.185, 18656.437, 0.912
-40162.304, -472.729, 13015.287, 0.888
-42663.304, -459.4, 13594.573, 0.905
-61452.704, -478.96, 18553.606, 0.916
-43747.304, -458.662, 13848.162, 0.906
-45180.604, -459.583, 14300.058, 0.91
-56363.004, -469.081, 17144.516, 0.914
-67047.604, -490.563, 19264.872, 0.914
-37380.304, -471.377, 12177.325, 0.837
-45450.904, -458.769, 14435.804, 0.909
-61677.804, -484.663, 18339.022, 0.919
-62558.904, -485.261, 18649.538, 0.914
-38610.504, -458.526, 12131.533, 0.867
-37826.604, -463.641, 12278.602, 0.849
-40170.604, -471.916, 13026.111, 0.885
-53600.804, -466.367, 16562.552, 0.916
-66145.604, -496.22, 19230.348, 0.913
-43173.004, -455.217, 13167.763, 0.906
-54063.704, -472.696, 16839.604, 0.915
-60664.104, -478.658, 18247.652, 0.917
-39944.204, -452.756, 12788.952, 0.882
-51086.304, -465.66, 15890.24, 0.915
-60280.504, -484.385, 18231.886, 0.918
-62519.204, -480.251, 18494.843, 0.917
-63307.404, -488.985, 18826.559, 0.919
-61034.304, -477.132, 18481.71, 0.914
-54478.204, -474.684, 16863.772, 0.915
-57235.604, -478.634, 17540.767, 0.915
-59463.304, -472.79, 17700.619, 0.918
-42995.304, -451.644, 13154.82, 0.906
-38716.404, -472.844, 12594.849, 0.864
-41437.504, -452.604, 13102.507, 0.896
-54716.404, -469.548, 16938.993, 0.915
-60803.004, -469.082, 17922.846, 0.914
-53005.604, -486.648, 16411.451, 0.917
-59512.604, -483.786, 18027.51, 0.917
-51395.304, -466.209, 16122.007, 0.915
-45122.104, -459.15, 14346.412, 0.909
-60015.304, -472.419, 17799.087, 0.918
-54194.504, -466.642, 16682.035, 0.917
-53607.104, -468.567, 16609.409, 0.914
-37379.304, -470.674, 12176.253, 0.837
-41926.904, -463.883, 13439.161, 0.901
-52171.304, -465.404, 16239.506, 0.912
-51639.804, -472.472, 16366.858, 0.912
-44991.304, -459.956, 14341.65, 0.907
-66876.104, -502.218, 19427.329, 0.904
-64100.304, -476.207, 18732.087, 0.917
-55483.904, -485.131, 16974.593, 0.916
-51876.704, -467.316, 15489.339, 0.919
-55920.104, -474.328, 17165.64, 0.915
-39394.004, -471.816, 12740.744, 0.877
-53601.204, -467.349, 16574.689, 0.915
-41003.804, -479.261, 13242.6, 0.887
-65235.904, -482.073, 19138.845, 0.909
-42821.804, -449.228, 13492.334, 0.905
-67060.804, -493.553, 19258.373, 0.915
-62531.404, -479.736, 18474.539, 0.918
-38569.004, -459.733, 12188.569, 0.868
-39516.404, -470.739, 12824.076, 0.874
-63307.404, -488.757, 18825.346, 0.919
-54496.404, -469.734, 16935.084, 0.916
-54055.704, -482.087, 16656.491, 0.918
-47820.304, -468.756, 15309.242, 0.911
-40734.704, -458.145, 13110.269, 0.89
-59984.504, -472.684, 17788.307, 0.918
-51416.404, -462.289, 15899.688, 0.918
-41232.404, -470.181, 13301.953, 0.889
-44944.904, -462.005, 14444.889, 0.909
-45424.404, -466.895, 14477.287, 0.907
-55122.204, -472.385, 17147.405, 0.914
-59497.204, -471.123, 17752.614, 0.917
-62521.304, -471.651, 18305.513, 0.918
-42158.204, -463.029, 13099.241, 0.905
-44734.204, -454.973, 14036.369, 0.91
-45477.304, -463.819, 14635.721, 0.909
-59951.204, -478.02, 18048.278, 0.916
-66136.704, -492.812, 19152.169, 0.912
-47214.604, -467.32, 15124.741, 0.909
-40201.104, -470.302, 12952.369, 0.889
-49782.704, -477.407, 15746.573, 0.913
-46471.804, -459.857, 14976.893, 0.909
-57315.804, -478.454, 17576.435, 0.915
-62967.304, -488.26, 18741.043, 0.919
-39621.104, -465.323, 12713.089, 0.877
-58350.404, -472.956, 17061.114, 0.919
-50416.604, -466.766, 15972.842, 0.915
-44955.304, -459.532, 14281.257, 0.908
-43855.504, -475.159, 14207.493, 0.903
-37367.204, -469.773, 12183.923, 0.835
-59689.504, -471.181, 17708.402, 0.918
-45805.604, -460.985, 14638.019, 0.909
-38259.004, -462.275, 12132.884, 0.86
-56075.904, -470.812, 17051.643, 0.912
-63920.304, -476.112, 18740.669, 0.916
-44903.804, -478.693, 14443.461, 0.906
-50340.904, -465.235, 15890.119, 0.912
-40691.304, -469.709, 13068.805, 0.893
-56321.604, -466.176, 17079.976, 0.918
-38372.204, -471.158, 12580.791, 0.863
-40180.504, -468.625, 12993.244, 0.887
-52050.604, -464.078, 16170.458, 0.912
-37367.104, -470.354, 12180.847, 0.835
-46008.104, -462.509, 14740.815, 0.909
-49738.504, -467.927, 15666.306, 0.911
-45297.604, -468.537, 14451.252, 0.908
-64953.604, -475.26, 18842.553, 0.915
-39148.904, -460.171, 12462.817, 0.877
-58608.804, -481.825, 17713.192, 0.918
-47284.604, -466.784, 15132.967, 0.909
-63077.004, -487.465, 18524.286, 0.92
-41891.204, -471.965, 13476.527, 0.9
-56007.704, -474.307, 17110.21, 0.915
-46991.904, -460.179, 14782.638, 0.91
-38855.204, -474.261, 12762.243, 0.872
-65131.904, -494.673, 19205.416, 0.91
-40156.904, -461.073, 12683.861, 0.888
-56729.904, -468.7, 17188.691, 0.918
-38037.004, -471.103, 12497.948, 0.861
-44195.304, -475.151, 14291.636, 0.904
-46399.004, -460.953, 14904.63, 0.909
-37363.804, -471.443, 12185.327, 0.838
-44197.504, -472.119, 14285.058, 0.905
-54940.004, -472.175, 16511.367, 0.919
-57396.604, -474.355, 17345.271, 0.918
-64880.704, -483.406, 18917.063, 0.918
-62956.604, -488.282, 18486.636, 0.92
-55693.804, -462.32, 16471.63, 0.915
-46643.304, -458.036, 14764.504, 0.91
-42702.904, -476.804, 13963.275, 0.901
-39580.404, -473.679, 13016.63, 0.873
-64453.104, -476.787, 18833.69, 0.917
-56932.604, -470.849, 17528.35, 0.915
-44289.904, -480.915, 14319.186, 0.907
-42141.304, -460.428, 13369.652, 0.902
-38503.304, -457.576, 12537.891, 0.866
-61896.104, -476.177, 18421.369, 0.915
-43609.604, -453.098, 13758.085, 0.906
-38232.004, -460.255, 11978.242, 0.859
-45797.904, -463.288, 14658.219, 0.909
-61178.204, -471.171, 17997.671, 0.916
-62454.304, -476.819, 18559.897, 0.916
-40237.404, -461.734, 12710.325, 0.888
-38713.204, -457.744, 12562.194, 0.868
-42791.804, -450.682, 13471.619, 0.905
-56959.304, -482.548, 17544.744, 0.914
-38230.204, -460.897, 11982.412, 0.859
-67070.204, -495.93, 19265.748, 0.916
-43516.304, -454.833, 13632.428, 0.905
-47806.604, -466.964, 14683.199, 0.916
-63802.704, -480.549, 18770.405, 0.918
-39696.504, -460.568, 12531.994, 0.882
-55466.404, -467.073, 17016.663, 0.915
-46067.904, -463.698, 14261.237, 0.914
-40501.004, -468.72, 12852.304, 0.89
-62276.104, -477.359, 18550.673, 0.916
-49807.804, -462.658, 15556.75, 0.912
-41085.904, -467.275, 13217.005, 0.896
-56932.304, -471.438, 17528.483, 0.915
-65689.204, -493.202, 19202.337, 0.916
-48531.304, -457.741, 15217.197, 0.911
-38176.504, -470.931, 12200.712, 0.86
-63037.404, -485.737, 18717.84, 0.917
-63880.804, -487.234, 18835.938, 0.919
-38416.004, -466.14, 12613.893, 0.86
-40835.904, -447.221, 13009.393, 0.891
-59992.904, -481.214, 18017.571, 0.918
-54616.304, -467.094, 16769.116, 0.914
-58886.504, -476.667, 18010.132, 0.915
-47966.504, -461.858, 15165.918, 0.911
-60994.404, -475.887, 18396.07, 0.916
-62890.704, -479.662, 18547.738, 0.918
-42950.304, -463.128, 13534.812, 0.907
-57498.804, -475.484, 16902.864, 0.919
-46988.304, -477.095, 14838.835, 0.912
-37817.604, -459.666, 11930.526, 0.852
-64376.604, -476.749, 18947.644, 0.914
-45415.604, -460.727, 14447.309, 0.91
-49086.804, -472.619, 15331.081, 0.914
-62861.904, -477.797, 18537.1, 0.918
-59969.004, -475.641, 18096.047, 0.916
-60798.504, -484.052, 18233.579, 0.918
-64475.404, -496.409, 19089.271, 0.913
-45512.104, -462.782, 14383.477, 0.911
-38375.404, -466.376, 12391.346, 0.861
-52416.804, -471.522, 16034.238, 0.916
-66179.304, -493.002, 19144.828, 0.914
-43124.904, -459.51, 13911.323, 0.905
-46449.704, -463.529, 14926.78, 0.91
-51061.904, -474.956, 16146.682, 0.912
-49492.404, -464.878, 15758.023, 0.909
-66870.204, -501.455, 19488.813, 0.902
-56276.304, -480.742, 17343.439, 0.915
-64346.404, -475.286, 18832.663, 0.917
-63388.204, -477.748, 18653.624, 0.918
-65499.804, -500.615, 19226.952, 0.901
-52844.904, -464.198, 16417.344, 0.915
-45820.104, -462.722, 14888.134, 0.909
-57726.804, -479.542, 17710.225, 0.917
-50716.804, -471.513, 15666.168, 0.917
-48105.804, -465.726, 14735.199, 0.914
-43674.304, -448.194, 13762.738, 0.906
-38937.304, -472.329, 12481.701, 0.871
-38581.004, -469.754, 12447.07, 0.868
-52194.404, -457.074, 15903.731, 0.914
-46590.204, -476.651, 14783.54, 0.911
-64988.204, -487.411, 18846.027, 0.921
-55326.304, -467.951, 16940.643, 0.914
-58896.604, -475.469, 17990.414, 0.917
-62498.104, -481.706, 18591.26, 0.917
-50706.904, -471.928, 15669.801, 0.916
-47748.204, -462.19, 15187.231, 0.911
-53214.704, -466.807, 16449.553, 0.916
-62041.504, -479.082, 18607.039, 0.916
-42493.604, -462.645, 13144.468, 0.905
-64276.404, -475.845, 18790.501, 0.917
-57715.904, -481.213, 17712.3, 0.916
-40991.404, -447.125, 13023.243, 0.894
-42931.904, -472.709, 13404.75, 0.907
-66660.204, -489.391, 19270.549, 0.913
-46016.604, -466.615, 14722.807, 0.911
-65404.304, -482.288, 19171.058, 0.91
-58491.404, -477.454, 17993.481, 0.915
-62474.104, -486.682, 18577.052, 0.918
-59897.504, -477.819, 18196.67, 0.914
-48280.804, -458.383, 15022.918, 0.914
-43765.704, -463.83, 13657.997, 0.91
-39769.004, -456.178, 12629.982, 0.881
-39771.704, -461.925, 12621.158, 0.883
-54696.004, -467.024, 16902.153, 0.914
-42924.904, -473.351, 13407.624, 0.907
-47028.904, -457.51, 14826.422, 0.911
-62770.404, -472.393, 18325.381, 0.918
-55345.204, -466.054, 16928.562, 0.913
-59790.604, -475.838, 18151.286, 0.915
-38938.804, -473.018, 12481.898, 0.871
-61942.304, -472.487, 18374.67, 0.918
-58491.304, -477.58, 17993.133, 0.915
-53894.504, -477.88, 16662.707, 0.914
-46888.504, -457.47, 14777.876, 0.911
-56751.104, -475.51, 17589.116, 0.913
-41943.304, -462.06, 13034.91, 0.902
-64767.904, -473.572, 18771.819, 0.918
-58585.904, -476.434, 17958.902, 0.915
-47068.904, -457.044, 15013.962, 0.911
-65678.204, -499.896, 19272.111, 0.902
-40309.104, -454.675, 12865.558, 0.886
-58221.004, -477.537, 17963.347, 0.915
-66290.604, -513.08, 19211.339, 0.915
-63131.004, -482.746, 18720.976, 0.917
-47915.204, -458.881, 15163.302, 0.91
-46363.504, -457.686, 14606.173, 0.909
-46628.604, -470.17, 14880.117, 0.911
-45392.904, -452.652, 14420.019, 0.91
-64829.804, -483.509, 19049.004, 0.915
-38027.704, -460.182, 12022.16, 0.857
-38390.404, -462.449, 12426.201, 0.863
-57747.104, -482.637, 17724.991, 0.916
-42184.304, -450.077, 13563.473, 0.901
-66281.104, -509.389, 19214.066, 0.914
-40322.404, -467.357, 12741.148, 0.89
-63939.604, -477.546, 19002.125, 0.914
-58975.404, -474.177, 18008.152, 0.915
-60612.304, -482.064, 18318.997, 0.907
-41117.004, -469.987, 12966.701, 0.897
-42150.104, -448.646, 13503.958, 0.901
-64729.904, -479.448, 18958.176, 0.915
-66968.504, -500.967, 19489.858, 0.902
-47691.204, -468.169, 15253.518, 0.912
-43231.404, -470.045, 13665.333, 0.907
-54835.204, -474.914, 17044.278, 0.914
-41468.204, -460.657, 13278.546, 0.899
-40291.704, -446.091, 12855.422, 0.887
-39076.904, -459.986, 12475.887, 0.874
-58505.904, -467.83, 17591.761, 0.918
-59710.704, -494.831, 17996.452, 0.918
-56714.004, -476.093, 17683.076, 0.91
-45212.604, -452.43, 14406.418, 0.91
-48280.804, -458.75, 15035.141, 0.914
-37349.604, -471.565, 12220.803, 0.831
-47238.304, -461.685, 15050.282, 0.911
-45904.204, -452.913, 14565.732, 0.91
-56566.604, -470.029, 17305.337, 0.915
-57186.504, -467.084, 17332.968, 0.915
-38921.704, -463.107, 12573.206, 0.87
-39097.704, -459.583, 12436.022, 0.877
-66383.104, -495.204, 19237.353, 0.916
-48026.404, -462.675, 15208.887, 0.911
-46806.604, -462.456, 14974.582, 0.91
-58898.204, -474.229, 17948.975, 0.917
-45998.604, -460.213, 14629.922, 0.911
-62215.404, -471.83, 18245.373, 0.918
-57456.704, -478.176, 17843.069, 0.915
-54097.704, -467.278, 16699.396, 0.915
-56672.704, -465.102, 17284.49, 0.915
-41512.804, -453.766, 12944.808, 0.898
-44728.804, -469.607, 14336.854, 0.906
-45614.604, -462.196, 14296.86, 0.912
-38675.804, -467.155, 12492.656, 0.869
-60721.504, -481.743, 18318.255, 0.908
-63342.404, -481.921, 18878.555, 0.916
-58508.304, -475.047, 17892.822, 0.916
-41096.904, -468.987, 12948.022, 0.897
-54418.304, -467.869, 16804.448, 0.915
-58013.304, -475.583, 17763.524, 0.917
-40276.404, -449.309, 12838.716, 0.888
-59017.604, -487.901, 17892.593, 0.918
-59675.804, -486.403, 17940.364, 0.918
-60279.804, -473.652, 18199.916, 0.915
-37908.404, -464.863, 12221.353, 0.85
-43696.904, -467.461, 14151.148, 0.905
-53400.504, -468.264, 16789.32, 0.913
-55502.804, -466.629, 16971.077, 0.914
-46946.404, -467.693, 15114.403, 0.911
-41582.204, -447.647, 13279.949, 0.899
-56171.004, -473.844, 16687.234, 0.918
-46284.604, -459.221, 14762.135, 0.911
-40449.604, -456.433, 13164.992, 0.889
-48112.604, -461.607, 15028.015, 0.915
-41078.704, -468.416, 12908.312, 0.898
-39102.204, -457.251, 12455.705, 0.876
-58069.804, -474.835, 17779.791, 0.909
-66845.904, -496.585, 19418.092, 0.904
-54409.404, -476.398, 17044.789, 0.912
-59002.504, -480.272, 18129.055, 0.916
-45996.604, -463.415, 14638.881, 0.911
-47367.704, -473.435, 14442.033, 0.914
-49250.004, -470.169, 15586.154, 0.912
-44345.204, -462.809, 14169.912, 0.908
-37962.404, -458.115, 12053.856, 0.851
-62760.104, -470.138, 18312.301, 0.917
-41917.304, -451.918, 13390.527, 0.901
-53525.304, -477.651, 16538.521, 0.915
-46166.804, -463.833, 14701.853, 0.911
-39014.204, -458.415, 12329.496, 0.872
-56345.504, -477.904, 17462.119, 0.915
-39437.004, -473.227, 12752.545, 0.876
-64679.904, -474.631, 18742.565, 0.917
-52588.204, -457.822, 16556.817, 0.914
-44343.904, -463.16, 14165.232, 0.908
-65058.304, -473.868, 18832.223, 0.918
-48232.104, -462.249, 15276.141, 0.912
-37982.504, -458.138, 12062.92, 0.852
-63328.604, -481.09, 18870.385, 0.917
-65058.404, -488.826, 18966.539, 0.921
-64306.404, -499.621, 19059.823, 0.912
-59177.604, -479.235, 18161.215, 0.916
-59978.304, -488.692, 18104.935, 0.92
-39758.004, -473.664, 12999.548, 0.882
-62513.404, -470.906, 18225.181, 0.919
-65058.404, -488.826, 18966.539, 0.921
-50695.204, -461.452, 15886.051, 0.915
-53992.304, -482.031, 16825.798, 0.913
-56345.304, -478.12, 17460.94, 0.915
-62974.504, -498.322, 18871.422, 0.915
-60615.704, -484.931, 18359.819, 0.91
-40518.104, -464.218, 13207.966, 0.892
-63721.704, -482.372, 18894.476, 0.918
-54269.304, -468.348, 16779.981, 0.915
-63940.504, -489.38, 18701.649, 0.92
-56383.904, -486.165, 17480.488, 0.915
-58707.304, -478.225, 18098.768, 0.91
-56819.704, -489.526, 17562.374, 0.914
-41242.104, -463.857, 12995.32, 0.899
-63709.004, -480.461, 18933.526, 0.915
-41836.904, -462.186, 13460.201, 0.9
-62986.904, -498.673, 18890.136, 0.914
-54701.704, -473.695, 16960.968, 0.912
-52776.004, -474.197, 16747.124, 0.911
-49097.104, -458.262, 15517.594, 0.912
-60615.004, -485.604, 18359.686, 0.91
-49322.904, -472.567, 15699.404, 0.912
-62755.004, -483.156, 18774.864, 0.912
-42877.704, -464.903, 13889.197, 0.902
-44595.104, -471.835, 14425.279, 0.908
-58151.104, -496.244, 18021.389, 0.906
-59753.404, -468.15, 17764.557, 0.918
-50263.504, -465.031, 15827.947, 0.913
-58724.704, -476.153, 18085.789, 0.914
-37982.004, -460.346, 11949.48, 0.854
-53596.304, -469.482, 16458.068, 0.916
-41793.904, -474.839, 13509.941, 0.899
-57468.704, -475.096, 17950.153, 0.914
-55202.804, -465.627, 16924.594, 0.915
-60891.404, -476.852, 18221.601, 0.912
-39231.804, -462.639, 12611.323, 0.881
-60300.904, -492.215, 18366.029, 0.91
-41709.904, -468.127, 13327.784, 0.902
-47474.204, -472.249, 15134.912, 0.914
-50905.204, -460.364, 15889.96, 0.914
-41266.504, -465.804, 13033.705, 0.898
-49043.404, -469.033, 15464.491, 0.91
-55447.904, -480.251, 16997.813, 0.915
-58141.504, -497.972, 17985.745, 0.906
-43178.004, -464.196, 13948.219, 0.903
-59237.804, -474.835, 17352.047, 0.92
-58207.904, -466.95, 17507.214, 0.918
-54060.704, -474.091, 16756.122, 0.914
-49351.804, -471.677, 15693.205, 0.912
-44836.504, -461.012, 14154.592, 0.909
-66288.904, -497.986, 19337.386, 0.9
-56773.804, -480.128, 17685.679, 0.912
-47737.304, -469.986, 15493.296, 0.912
-50499.404, -474.429, 15980.946, 0.914
-51188.704, -466.73, 15926.571, 0.915
-47109.504, -476.142, 14919.814, 0.913
-45773.204, -468.728, 14691.531, 0.908
-60901.304, -476.478, 18219.008, 0.912
-39968.804, -460.761, 12557.638, 0.887
-61515.504, -489.355, 18365.606, 0.918
-67070.504, -492.838, 19265.531, 0.914
-49114.204, -474.066, 15629.914, 0.912
-55883.004, -465.273, 17018.704, 0.916
-65001.504, -483.382, 19130.138, 0.918
-48259.504, -472.648, 15265.901, 0.914
-50074.504, -464.566, 15815.505, 0.912
-65646.004, -492.221, 19097.045, 0.92
-49367.504, -472.772, 15705.577, 0.912
-47737.304, -469.982, 15491.708, 0.912
-41688.204, -479.818, 13682.703, 0.888
-45000.004, -476.995, 14467.978, 0.901
-42001.404, -468.946, 13369.015, 0.902
-54934.604, -474.904, 16673.549, 0.918
-57857.704, -467.835, 17502.193, 0.918
-62761.004, -482.776, 18707.73, 0.915
-43013.204, -472.851, 14044.609, 0.89
-62329.604, -484.323, 18734.902, 0.913
-57113.804, -480.588, 17770.0, 0.912
-54810.404, -474.772, 17391.028, 0.913
-39110.004, -464.132, 12553.216, 0.874
-60299.404, -492.578, 18363.357, 0.91
-64628.004, -474.329, 18693.633, 0.918
-48269.104, -471.118, 15567.636, 0.911
-41673.104, -452.614, 13316.962, 0.896
-66881.504, -505.726, 19248.284, 0.917
-47219.504, -455.132, 14934.857, 0.912
-61512.404, -485.566, 18293.303, 0.919
-39250.604, -466.718, 12624.851, 0.88
-43519.904, -467.812, 13889.111, 0.907
-46604.104, -481.462, 15079.788, 0.906
-57091.804, -465.009, 17279.376, 0.916
-43426.804, -473.681, 14010.77, 0.904
-40497.204, -454.565, 13069.826, 0.889
-56554.804, -479.656, 17472.998, 0.913
-61873.604, -494.344, 18514.56, 0.919
-59733.604, -468.086, 17796.96, 0.917
-59986.304, -461.948, 17684.193, 0.914
-43547.304, -467.808, 13702.097, 0.909
-64428.604, -501.102, 19061.635, 0.91
-41326.904, -480.234, 13474.697, 0.896
-49548.504, -475.517, 15529.496, 0.916
-53278.304, -473.645, 16647.516, 0.914
-44006.004, -475.492, 14236.657, 0.901
-40290.404, -446.056, 12855.248, 0.887
-57903.004, -466.633, 17157.147, 0.918
-50704.804, -474.755, 15990.508, 0.914
-52095.104, -470.563, 16408.708, 0.914
-44848.404, -476.754, 14443.261, 0.902
-60021.504, -477.088, 18308.069, 0.916
-40728.004, -465.6, 12991.946, 0.894
-49592.104, -473.463, 15661.321, 0.914
-39458.004, -470.373, 12810.643, 0.886
-65974.404, -474.276, 18926.1, 0.918
-62052.404, -485.721, 18366.941, 0.919
-37349.304, -473.041, 12221.101, 0.831
-38332.304, -463.261, 12271.304, 0.858
-51738.404, -481.972, 16310.498, 0.913
-55636.404, -483.777, 17028.053, 0.919
-61252.604, -476.85, 18309.755, 0.917
-40765.804, -460.012, 13194.775, 0.894
-40000.204, -470.351, 12966.73, 0.888
-54601.704, -478.899, 16618.375, 0.918
-49964.504, -464.532, 15744.695, 0.912
-40343.504, -461.428, 12739.405, 0.892
-43386.804, -476.148, 13724.538, 0.907
-45011.404, -460.737, 14222.616, 0.91
-55186.304, -480.996, 16863.608, 0.917
-61012.404, -472.818, 18146.782, 0.917
-60291.604, -473.357, 18136.795, 0.918
-56406.204, -468.166, 17090.939, 0.915
-48811.204, -470.027, 15630.501, 0.911
-66220.004, -501.511, 19324.566, 0.912
-37865.504, -484.858, 12292.714, 0.833
-50775.204, -460.126, 15842.595, 0.914
-46661.604, -463.658, 14178.083, 0.913
-48409.204, -468.117, 15455.625, 0.912
-38338.204, -464.842, 12270.912, 0.859
-63110.404, -472.486, 18601.8, 0.918
-43205.704, -469.763, 13744.905, 0.906
-53079.404, -468.368, 16388.136, 0.916
-49220.804, -471.41, 15108.207, 0.917
-61673.104, -486.442, 18642.546, 0.915
-51253.404, -471.721, 15453.811, 0.918
-48012.304, -467.612, 15140.101, 0.913
-55434.504, -481.147, 16970.786, 0.918
-64626.904, -473.686, 18690.54, 0.916
-40822.904, -455.039, 13062.968, 0.892
-40280.904, -446.557, 12854.942, 0.886
-46823.004, -464.492, 14363.743, 0.913
-50378.004, -455.138, 15646.269, 0.915
-43417.004, -445.003, 13575.954, 0.906
-50111.504, -479.897, 15587.887, 0.917
-52872.404, -468.325, 16344.161, 0.916
-38513.104, -457.517, 12161.015, 0.864
-56396.304, -468.809, 17088.438, 0.915
-43142.504, -456.152, 13709.929, 0.905
-66270.304, -500.554, 19333.095, 0.913
-48691.504, -471.444, 15250.428, 0.915
-45129.304, -466.438, 14141.052, 0.911
-66721.804, -476.108, 19105.593, 0.916
-48305.104, -460.227, 15448.402, 0.913
-57366.104, -472.609, 17676.144, 0.916
-62054.304, -472.935, 18449.879, 0.918
