P load at outlet,Ann. min discharge,Crop production,NSWRM costs,linE,pond_share_con,hedge_share_con,grassslope_share_con,buffer_share_con,lowtillcc_share_con,lu_share,pond_moran,hedge_moran,grassslope_moran,buffer_moran,lowtillcc_moran,pond_channel_frac,grassslope_channel_frac,buffer_channel_frac,lowtillcc_channel_frac,Cluster,Representative_Solution
-5890.0,0.14359,58901.612,-118513.94769,28.4552845528455,25.4239317518521,0.0,56.0142607994336,53.8068853407154,43.5652851875698,2.06680845097139,0.0001510682475745,0.0,0.0004731688888849,0.0015011815972614,0.0018871597096792,0.0,3.59825532150655,1.20837232370325,2.22775614202551,13,
-6283.0,0.14394,59018.75,-150714.86224,8.14814814814815,40.4953977400284,0.0,0.0,44.7658748318954,44.2062837132132,0.349598191451519,0.0002703701237866,0.0,0.0,0.0012320956153146,0.00228259658626,1.78904721513841,0.0,1.29022974271813,0.130987714783862,11,
-6417.0,0.14394,59058.634,-155653.59416,2.5830258302583,40.4953977400284,0.0,2.25277517870135,0.0,44.2896477569891,0.0665129030154186,0.0002703701237866,0.0,0.0001452189110958,0.0,0.0022587941699478,1.78904721513841,50.7534771748635,0.0,0.130741163588664,11,
-6303.0,0.14358,59113.565,-160358.8959,1.07913669064748,31.9913193145252,0.0,0.0,0.0,45.9685390609774,0.0,0.000159448965234,0.0,0.0,0.0,0.0020427943271672,0.0,0.0,0.0,0.109307088439139,11,
-6588.0,0.14313,59058.013,-72035.7602200001,1.53846153846154,25.4239317518521,0.0,0.0,0.0,19.8969663728211,0.0,0.0001510682475745,0.0,0.0,0.0,0.0026459363205366,0.0,0.0,0.0,0.230869913418638,11,
-6145.0,0.14437,59096.073,-229111.50873,0.728155339805825,33.9489635560877,0.0,0.0,0.0,66.4759311282127,0.0,9.30992342868705e-05,0.0,0.0,0.0,0.0027756552541796,2.43113679848345,0.0,0.0,0.057451160577688,11,
-6052.0,0.14346,59121.085,-207649.10109,1.37741046831956,30.6802364738457,0.0,1.87313760816623,0.0,60.4935262874997,0.0405035237728143,0.0001415297438442,0.0,8.00401150134423e-05,0.0,0.002360837209551,2.40885633445534,0.132026786511503,0.0,0.0552729018306142,11,
-6740.0,0.14258,59053.028,-48541.95281,12.962962962963,27.5656663922772,2.15607099715544,1.74299898628276,6.50273599923633,8.53213810741343,0.702726633653423,0.000136018530788,0.0002343084568853,9.14492808262898e-05,0.0002948298592777,0.0008569435171476,2.68102649581931,93.794,5.67724492417292,0.0170356653787166,14,
-6214.0,0.14318,59079.233,-143799.62823,5.72519083969466,25.4239317518521,0.0,16.8300662400568,0.0,43.7882980738637,0.500439641931007,0.0001510682475745,0.0,0.0004643503972346,0.0,0.0018714891436695,0.0,54.7995452240749,0.0,0.109827265404544,11,
-6868.0,0.14217,59030.809,-17759.63232,0.0,0.0,0.0,0.0,0.0,5.33230256205555,0.0,0.0,0.0,0.0,0.0,0.0008947050674251,0.0,0.0,0.0,0.383003068029733,11,
-6468.0,0.14403,58927.383,-121057.75642,13.5458167330677,0.0,0.0,10.4726375324394,51.7894894953913,39.742159087195,0.790097222620977,0.0,0.0,0.000177649989338,0.0016937370942569,0.0043815406649191,0.0,0.936799684856056,1.38990034004247,0.126432163726486,11,
-6205.0,0.143,58868.571,-55438.2322500001,39.6694214876033,30.6802364738457,0.0,31.4562127115124,71.7690221434848,21.6798215974734,2.95520031105172,0.0001415297438442,0.0,0.0005156323034363,0.0026021046801014,0.0024391255174958,2.40885633445534,10.0838836031067,1.00284546781953,1.2863402515801,13,
-6596.0,0.14168,59005.206,-10850.37961,1150.0,9.68195764424156,2.23758774444587,9.46925259027519,44.7658748318954,0.808580249641188,26.6716282976741,5.99301868756918e-05,0.0001734834925874,0.0001794038014219,0.0012320956153146,0.0003212461806641,0.0,0.0,1.29022974271813,0.0,4,
-6581.0,0.14163,58985.574,6859.94745,566.666666666667,9.68195764424156,0.0,8.91433764124445,51.7894894953913,0.517445715756637,36.3266668834747,5.99301868756918e-05,0.0,0.0002104054930962,0.0016937370942569,0.0001539629144789,0.0,1.10056001184081,1.38990034004247,0.0,12,
-6020.0,0.14365,59128.797,-245238.67736,0.936768149882904,37.2476240365187,0.0,0.0,0.0,71.09287637735,0.0,0.0001065240373819,0.0,0.0,0.0,0.0030014874222612,1.98413412625065,0.0,0.0,0.0371029341016572,11,
-6532.0,0.14345,59019.287,-99701.61672,3.46820809248555,66.1423333083888,0.0,0.0,0.0,25.4280708918754,0.0,1.66332885622778e-05,0.0,0.0,0.0,0.0044160325429748,1.11735220510036,0.0,0.0,0.171952732189516,11,
-6481.0,0.14353,59008.807,-85448.9603100001,5.59006211180124,25.4239317518521,0.0,7.25628277043068,3.43326492165412,25.0746578640325,0.424288128592208,0.0001510682475745,0.0,0.0001997768545639,9.09817302823024e-05,0.0023746285928154,0.0,136.916224796017,15.0318712229628,0.191793206521468,14,
-6609.0,0.14262,59011.955,-36642.86085,10.9090909090909,37.2476240365187,0.0,2.55397277737153,4.89300263632969,9.01109892513333,0.555586027324549,0.0001065240373819,0.0,4.10661219911085e-05,0.0001812375419343,0.0012156304974804,1.98413412625065,137.434,0.0,0.331891098793715,14,
-6166.0,0.14465,59038.811,-187941.02151,0.949367088607595,33.9489635560877,0.0,0.0,0.0,54.1145550293926,0.0,9.30992342868705e-05,0.0,0.0,0.0,0.0043359251194976,2.43113679848345,0.0,0.0,0.223044974955591,11,
-6349.0,0.14287,58975.378,-81707.53023,21.1864406779661,30.6802364738457,2.23758774444587,9.46925259027519,44.7658748318954,20.6515024369898,1.40649003001587,0.0001415297438442,0.0001734834925874,0.0001794038014219,0.0012320956153146,0.0021173710788398,2.40885633445534,0.0,1.29022974271813,0.701599457682967,11,
-6369.0,0.14288,59033.839,-77963.0508300001,11.5384615384615,30.6802364738457,0.0,0.0,30.8442150953037,22.499198767347,0.472655333651492,0.0001415297438442,0.0,0.0,0.0007922278771276,0.0023364809218671,2.40885633445534,0.0,1.87258009284544,0.71200021662438,11,
-6195.0,0.14482,58884.459,-160904.64262,12.9692832764505,46.5120107760233,0.0,10.4726375324394,51.7894894953913,48.5549653187819,0.647521850847889,0.0001520705679881,0.0,0.000177649989338,0.0016937370942569,0.002906320625702,2.11765133378383,0.936799684856056,1.38990034004247,0.111370352920978,11,
-6212.0,0.1446,59063.928,-208789.16022,1.06666666666667,33.9489635560877,0.0,0.0,4.89300263632969,60.5617153018411,0.0279838761875876,9.30992342868705e-05,0.0,0.0,0.0001812375419343,0.0029817691138531,2.43113679848345,0.0,0.0,0.0685456414808716,11,
-6360.0,0.14315,59040.969,-100872.41262,3.31491712707182,40.5163511187608,0.0,5.25584978029932,0.0,28.2066993539059,0.243206710405987,0.0001419797300944,0.0,0.0001393505180422,0.0,0.002491404039666,2.03706830187285,189.028013453454,0.0,0.143239163956235,14,
-6401.0,0.14261,58917.87,-23019.95901,88.8888888888889,37.2476240365187,0.0,14.1766172320781,68.5845801385266,8.99070528291933,4.49228701428276,0.0001065240373819,0.0,0.0004077355589702,0.002391474488331,0.0012090733311032,1.98413412625065,0.679164649284937,1.04927737353269,0.332643928311514,13,
-6528.0,0.14167,58987.827,4987.91123,1166.66666666667,20.7962283918282,0.0,8.91433764124445,51.7894894953913,0.322512604507567,47.605857938539,0.0001158523217188,0.0,0.0002104054930962,0.0016937370942569,0.0002123882352862,3.96872803166607,1.10056001184081,1.38990034004247,0.0,4,
-6593.0,0.14358,59006.119,-93743.4818,4.83870967741935,33.4236324178702,0.0,3.82670359781349,0.0,26.4070887779885,0.189250075186472,0.0001634036395029,0.0,0.000500137507453,0.0,0.0043203772449764,2.46934784166219,0.0185036275871446,0.0,0.154902621447021,11,
-6509.0,0.14336,59048.164,-77645.7644800001,5.33333333333333,20.7962283918282,0.0,3.82670359781349,0.0,22.4338445069695,0.22270562360738,0.0001158523217188,0.0,0.000500137507453,0.0,0.0034792528671785,3.96872803166607,0.0185036275871446,0.0,0.194903118937475,11,
-6068.0,0.14422,59114.53,-246264.05149,1.40515222482436,40.5163511187608,0.0,9.46925259027519,0.0,72.3863717413222,0.170891453150167,0.0001419797300944,0.0,0.0001794038014219,0.0,0.0030703544845059,2.03706830187285,0.0,0.0,0.0471818778770705,11,
-5573.0,0.14399,58828.984,-210355.74923,17.3789173789174,37.2476240365187,4.16880055221247,49.4177026063962,68.2379126108648,60.8691888264223,1.47653334920784,0.0001065240373819,8.88783197372303e-05,0.0006055277654372,0.0018175009953901,0.0029334532008218,1.98413412625065,6.231011874741,1.05460799369671,0.390095175221316,3,
-5802.0,0.14508,59002.656,-306821.75841,1.30597014925373,50.3360023946719,0.0,2.55397277737153,4.89300263632969,89.2043356589074,0.0564377029739096,9.76894493244093e-05,0.0,4.10661219911085e-05,0.0001812375419343,0.0021760871673209,1.63967281160799,137.434,0.0,0.0390899964367566,14,
-5971.0,0.14438,59055.989,-246567.63365,3.56294536817102,33.8846067499813,2.48551277269666,0.0,26.8774373415465,67.3661662031279,0.163750122844577,0.0001039910315317,0.0001831316511315,0.0,0.000580949421328,0.0028865219785481,2.90681318462898,0.0,1.76125214075863,0.0864726209465009,11,
-5657.0,0.14505,58940.121,-310509.48361,6.99029126213592,33.9489635560877,2.15607099715544,0.0,78.5170013785281,89.158894475041,0.320984540987408,9.30992342868705e-05,0.0002343084568853,0.0,0.0023214437019331,0.0024932648968978,2.43113679848345,0.0,0.734000956967312,0.166396262209044,11,
-6136.0,0.1433,58856.048,-71495.15097,29.375,30.6802364738457,0.0,33.5561405155184,70.2284959444321,26.6515670944785,2.49638670208871,0.0001415297438442,0.0,0.0005143812193287,0.0024587787185379,0.0033168714534969,2.40885633445534,9.45283881591699,1.02920101024336,0.335073348419442,11,
-6607.0,0.14248,59023.88,-36252.37281,7.40740740740741,30.6802364738457,0.0,0.0,4.89300263632969,8.98258260381486,0.188280998079702,0.0001415297438442,0.0,0.0,0.0001812375419343,0.0012060352342952,2.40885633445534,0.0,0.0,0.293652106934796,11,
-6398.0,0.1427,58915.276,-25653.7945,78.3333333333333,30.6802364738457,0.0,14.1766172320781,68.5845801385266,10.2288246912829,3.97082656543219,0.0001415297438442,0.0,0.0004077355589702,0.002391474488331,0.0012087049055815,2.40885633445534,0.679164649284937,1.04927737353269,0.292379976572486,13,
-6273.0,0.14288,58964.252,-65293.57493,30.5785123966942,30.6802364738457,0.0,10.6647513512358,51.7894894953913,20.9862597388701,1.49700923748323,0.0001415297438442,0.0,0.0002814157921366,0.0016937370942569,0.0024283197271995,2.40885633445534,0.902811228632665,1.38990034004247,0.407282358755856,11,
-6610.0,0.14249,59019.349,-38839.17038,8.7719298245614,37.2476240365187,0.0,0.0,4.89300263632969,9.31195032242517,0.181616306185224,0.0001065240373819,0.0,0.0,0.0001812375419343,0.0010931848442956,1.98413412625065,0.0,0.0,0.170838649254213,11,
-6270.0,0.14504,58981.795,-196929.50208,6.17760617760618,33.9489635560877,6.63396023179564,9.66656972395485,4.89300263632969,43.9881883565307,0.42964904486748,9.30992342868705e-05,0.0004979357402789,0.000205023278428,0.0001812375419343,0.0031582184582263,2.43113679848345,1.94599107994217,0.0,0.150630680471389,11,
-6476.0,0.14236,58983.547,-47077.27775,57.7777777777778,33.9489635560877,3.20458581281556,9.46925259027519,44.7658748318954,7.94325907241836,3.65367092303189,9.30992342868705e-05,0.0003089144385315,0.0001794038014219,0.0012320956153146,0.0016570235307602,2.43113679848345,0.0,1.29022974271813,2.17250863896634,13,
-6352.0,0.1442,58944.599,-137769.78043,2.38095238095238,46.5120107760233,0.0,5.25584978029932,0.0,38.8767047621427,0.1765815273035,0.0001520705679881,0.0,0.0001393505180422,0.0,0.002668355654211,2.11765133378383,189.028013453454,0.0,0.10521795253794,14,
-5962.0,0.14354,59050.853,-233790.18527,8.47457627118644,37.2476240365187,0.0,13.5708770465985,37.8162402401053,70.9002278987997,0.433383030256685,0.0001065240373819,0.0,0.0003654560631259,0.0019303097385163,0.0030253680566563,1.98413412625065,0.0328244138501439,1.71933409184978,0.114394704195902,11,
-6118.0,0.14465,59009.18,-184212.38919,5.43130990415335,33.9489635560877,0.0,0.0,29.2089326374246,54.0902310115084,0.186737914941508,9.30992342868705e-05,0.0,0.0,0.0011748615006002,0.0043267894667947,2.43113679848345,0.0,1.26391557689443,0.223145276800459,11,
-5987.0,0.14349,59141.251,-240969.36619,1.42857142857143,37.2476240365187,0.0,0.0,11.140528445127,70.1994140216265,0.0549525482045713,0.0001065240373819,0.0,0.0,0.0001436429311732,0.0033564020926368,1.98413412625065,0.0,41.739288312752,0.0426029699148203,11,
-6044.0,0.14363,59090.568,-201256.18177,1.65289256198347,37.2476240365187,0.0,2.15248128432678,0.0,58.1894153560475,0.0483819985198481,0.0001065240373819,0.0,0.0001184612610359,0.0,0.002470614460577,1.98413412625065,0.0,0.0,0.0453304830644246,11,
-6161.0,0.14455,59079.019,-192361.75608,0.884955752212389,33.9489635560877,0.0,0.0,0.0,55.4418738527239,0.0,9.30992342868705e-05,0.0,0.0,0.0,0.0035149824566707,2.43113679848345,0.0,0.0,0.119512027361288,11,
-5865.0,0.14434,59038.485,-236084.69511,3.85542168674699,33.8846067499813,2.48551277269666,17.0585103466987,11.140528445127,65.8986520640325,0.421891125029563,0.0001039910315317,0.0001831316511315,0.0003164672191627,0.0001436429311732,0.0026388681240657,2.90681318462898,18.5948703099297,41.739288312752,0.0697072058366723,11,
-6169.0,0.14275,59038.388,-114014.86006,7.96019900497512,37.2476240365187,0.0,2.09992780400599,26.8774373415465,33.0139386501312,0.363933747745962,0.0001065240373819,0.0,0.000113201988499,0.000580949421328,0.0027985852027017,1.98413412625065,0.0,1.76125214075863,0.245672310833867,11,
-5669.0,0.14508,58932.769,-294585.86701,7.34126984126984,50.3360023946719,0.0,8.7916137430696,51.7894894953913,88.0231280221512,0.333427599748756,9.76894493244093e-05,0.0,0.0002047687423873,0.0016937370942569,0.0023337436827649,1.63967281160799,2.13965933970699,1.38990034004247,0.164605408097793,11,
-6398.0,0.14265,58918.825,-25467.29686,78.3333333333333,30.6802364738457,0.0,14.1766172320781,68.5845801385266,10.1932227010609,3.98413645090331,0.0001415297438442,0.0,0.0004077355589702,0.002391474488331,0.0012267874666845,2.40885633445534,0.679164649284937,1.04927737353269,0.293401175595829,13,
-6144.0,0.14516,58885.225,-169602.43313,7.77027027027027,37.0246202200105,0.0,5.96303602273477,36.9248295089239,50.5695694624271,0.40561971468716,0.0001725364283683,0.0,9.39718045430492e-05,0.0012111551060491,0.0040985443051454,1.95675683159512,58.8630847351986,1.55734896810507,0.288776222816713,11,
-6057.0,0.14369,58973.75,-144522.78586,13.1386861313869,33.8846067499813,0.0,8.91433764124445,51.7894894953913,44.2121215164176,0.665207537839372,0.0001039910315317,0.0,0.0002104054930962,0.0016937370942569,0.0035315473909974,2.90681318462898,1.10056001184081,1.38990034004247,0.149867740284468,11,
-6298.0,0.14408,58997.317,-126889.92425,1.6597510373444,33.9489635560877,0.0,1.88928646757173,0.0,36.0493188237739,0.0685299364047906,9.30992342868705e-05,0.0,0.0001146101055804,0.0,0.0025156308172962,2.43113679848345,0.0,0.0,0.115154509433031,11,
-5837.0,0.14433,59034.86,-234995.61122,4.60048426150121,33.8846067499813,2.48551277269666,17.0585103466987,15.2897295445804,65.7306863252347,0.444645367378721,0.0001039910315317,0.0001831316511315,0.0003164672191627,0.0002285823749588,0.0026171958284156,2.90681318462898,18.5948703099297,11.7397876364571,0.0698853330247858,11,
-6690.0,0.14163,59056.678,-13325.80508,36.3636363636364,37.2476240365187,0.0,0.0,0.0,1.46406286992053,0.0,0.0001065240373819,0.0,0.0,0.0,0.0001751994974539,1.98413412625065,0.0,0.0,1.80166737475506,11,
-6194.0,0.14451,59084.543,-204904.56291,1.61290322580645,37.2476240365187,0.0,0.485655111281251,4.89300263632969,59.2319902451777,0.039333603518877,0.0001065240373819,0.0,9.40407512076172e-05,0.0001812375419343,0.0024291571579943,1.98413412625065,0.0,0.0,0.0700844527992976,11,
-6416.0,0.14207,58880.775,11220.04335,411.111111111111,20.7962283918282,0.0,33.5561405155184,52.5742116981164,1.95623681245692,24.0733685709378,0.0001158523217188,0.0,0.0005143812193287,0.0016370600680168,0.0007211652227112,3.96872803166607,9.45283881591699,1.47475157303656,0.0,0,
-6382.0,0.14435,59085.302,-194108.13187,0.547945205479452,0.0,0.0,0.485655111281251,4.89300263632969,58.5300413476931,0.0398092082069147,0.0,0.0,9.40407512076172e-05,0.0001812375419343,0.0025264128133385,0.0,0.0,0.0,0.0709249733805328,11,
-6382.0,0.14219,58836.266,19279.12718,966.666666666667,20.7962283918282,0.0,46.3838169473824,54.1974215067228,1.40772602610743,36.031114951701,0.0001158523217188,0.0,0.0006476450939489,0.0015178912158829,0.0004508852078414,3.96872803166607,3.5615893710294,1.33362874034358,0.0,4,
-6272.0,0.14284,58955.388,-85452.4845700001,30.6451612903226,30.6802364738457,2.54723309266815,10.6647513512358,51.7894894953913,21.5347705252196,1.53964811254358,0.0001415297438442,0.0001651476325248,0.0002814157921366,0.0016937370942569,0.00269481598804,2.40885633445534,0.902811228632665,1.38990034004247,0.396908495398184,11,
-5954.0,0.14349,59107.107,-230193.80423,4.81012658227848,37.2476240365187,0.0,0.0,39.052212804308,67.9808610525767,0.198631678426116,0.0001065240373819,0.0,0.0,0.0008303843771346,0.0037500759562463,1.98413412625065,0.0,1.84277004924692,0.11930726490258,11,
-6239.0,0.14382,59040.895,-152498.56115,1.06007067137809,33.8846067499813,0.0,0.0,0.0,43.4795309617453,0.0,0.0001039910315317,0.0,0.0,0.0,0.0035123180681384,2.90681318462898,0.0,0.0,0.0954757683149575,11,
-6687.0,0.14158,59056.908,-11835.99132,27.2727272727273,30.6802364738457,0.0,0.0,0.0,1.46406286992053,0.0,0.0001415297438442,0.0,0.0,0.0,0.0001751994974539,2.40885633445534,0.0,0.0,1.80166737475506,11,
-6407.0,0.14192,58784.281,39645.67404,0.0,0.0,0.0,57.4825805096833,99.0080072548199,0.0,100.0,0.0,0.0,0.0004068570935044,0.0032846516834426,0.0,0.0,0.39103893549943,0.728534348049554,0.0,13,
-5867.0,0.14477,59109.227,-315739.21412,1.60965794768612,37.2476240365187,4.16880055221247,0.0,13.4733573476109,83.7010944657706,0.0905014501906887,0.0001065240373819,8.88783197372303e-05,0.0,0.0002020488190823,0.0029010465963756,1.98413412625065,0.0,19.5636550094813,0.0548811330736578,11,
-5925.0,0.14506,59070.144,-286401.5881,1.77865612648221,37.2476240365187,0.0,7.18880692635544,4.89300263632969,84.5547703102783,0.131135083764799,0.0001065240373819,0.0,0.0003615073393167,0.0001812375419343,0.0023797504591124,1.98413412625065,28.0371435853822,0.0,0.0412395084305026,11,
-6037.0,0.14309,59033.61,-161459.81624,7.72200772200772,30.6802364738457,2.48551277269666,17.0585103466987,16.4307352804926,43.9081029090303,0.673032293838546,0.0001415297438442,0.0001831316511315,0.0003164672191627,0.0002513766143401,0.0030645231798284,2.40885633445534,18.5948703099297,6.02670433593917,0.437231659865913,11,
-6152.0,0.14323,58876.596,-64928.54334,36.1538461538462,30.6802364738457,0.0,33.5561405155184,70.2284959444321,24.7261548265618,2.68552040267308,0.0001415297438442,0.0,0.0005143812193287,0.0024587787185379,0.0027577126706196,2.40885633445534,9.45283881591699,1.02920101024336,0.80800284191874,11,
-6508.0,0.14268,59040.809,-76504.2650700001,2.5,30.6802364738457,0.0,0.0,0.0,20.8790074938798,0.0,0.0001415297438442,0.0,0.0,0.0,0.002233764159586,2.40885633445534,0.0,0.0,0.693954581623559,11,
-6120.0,0.14469,59008.936,-185702.20295,5.76923076923077,40.5163511187608,0.0,0.0,29.2089326374246,54.0891638443504,0.186737914941508,0.0001419797300944,0.0,0.0,0.0011748615006002,0.0043263946085748,2.03706830187285,0.0,1.26391557689443,0.22314967940708,11,
-6594.0,0.14249,59025.135,-48293.82653,2.12765957446809,20.7962283918282,0.0,0.0,0.0,13.0836865359515,0.0,0.0001158523217188,0.0,0.0,0.0,0.0023433107447098,3.96872803166607,0.0,0.0,0.375287690672623,11,
-6294.0,0.14181,59092.942,-121597.13294,1.9047619047619,37.2476240365187,0.0,0.0,0.0,33.9696909302725,0.0,0.0001065240373819,0.0,0.0,0.0,0.0025595428857139,1.98413412625065,0.0,0.0,0.238760211700288,11,
-6222.0,0.14336,58981.266,-93372.065,22.5,33.9489635560877,0.0,8.91433764124445,51.7894894953913,28.8743826521287,1.01490488433218,9.30992342868705e-05,0.0,0.0002104054930962,0.0016937370942569,0.0027722374935391,2.43113679848345,1.10056001184081,1.38990034004247,2.16351740449065,11,
-6524.0,0.14236,59003.414,-43938.59752,40.0,33.8846067499813,2.48551277269666,0.0,29.12982870876,6.63024826600598,1.75163468920479,0.0001039910315317,0.0001831316511315,0.0,0.0007032250220281,0.0012298668592432,2.90681318462898,0.0,1.98278760044818,0.239936869809516,11,
-5810.0,0.14452,59026.468,-231420.40936,4.61165048543689,20.7962283918282,2.48551277269666,18.4859654518475,15.2897295445804,65.7491258452712,0.472687028319288,0.0001158523217188,0.0001831316511315,0.0002879319500071,0.0002285823749588,0.0026515455472182,3.96872803166607,14.7626135168744,11.7397876364571,0.0698657334942673,11,
-6273.0,0.14367,59059.448,-143963.28165,1.14503816793893,33.9489635560877,0.0,0.0,0.0,40.9103055999264,0.0,9.30992342868705e-05,0.0,0.0,0.0,0.0037218071036924,2.43113679848345,0.0,0.0,0.112284932523091,11,
-6134.0,0.14201,58673.376,51552.38303,0.0,13.0883783581531,0.0,89.0900981846935,99.0080072548199,0.0,99.859256322964,4.52077186205957e-05,0.0,0.0004945229216069,0.0032846516834426,0.0,8.745,1.83502824949735,0.728534348049554,0.0,13,
-6440.0,0.14219,58836.268,21800.4027,950.0,9.68195764424156,0.0,46.3838169473824,54.1974215067228,1.40772602610743,36.0606381593611,5.99301868756918e-05,0.0,0.0006476450939489,0.0015178912158829,0.0004508852078414,0.0,3.5615893710294,1.33362874034358,0.0,4,
-5934.0,0.14298,58793.001,-65521.0803199999,48.8095238095238,37.2476240365187,0.0,57.278313233981,99.0080072548199,28.6835007875793,3.66883804151926,0.0001065240373819,0.0,0.0003992760247241,0.0032846516834426,0.002597930590306,1.98413412625065,1.95564015807273,0.728534348049554,0.972253260661319,13,
